SAMPLING_EVENT_ID,LOC_ID,UMD_LANDCOVER,UMD_WATERCOVER,YEAR
S12464470,L808228,12,1,2013
S12465388,L808828,8,2,2013
S12465512,L793798,8,1,2013
S12476365,L810417,6,1,2013
S12476444,L1865001,NA,2,2013
S12476544,L687602,12,1,2013
S12476636,L790600,12,1,2013
S12476678,L808822,12,1,2013
S12492427,L791662,12,2,2013
S12492561,L790600,12,1,2013
S12492711,L687602,12,1,2013
S12525235,L791657,12,1,2013
S12525260,L1865001,NA,2,2013
S12525285,L808228,12,1,2013
S12535929,L793798,8,1,2013
S12583527,L793798,8,1,2013
S12583528,L793798,8,1,2013
S12583537,L808228,12,1,2013
S12583829,L1865001,NA,2,2013
S12583834,L791657,12,1,2013
S12583835,L791657,12,1,2013
S12583838,L790600,12,1,2013
S12583843,L791662,12,2,2013
S12731144,L1903714,13,1,2013
S12731199,L810417,6,1,2013
S12731260,L808822,12,1,2013
S12731285,L810417,6,1,2013
S12731364,L1461922,10,2,2013
S12731407,L687609,10,2,2013
S12731543,L1903776,1,2,2013
S12733928,L1903776,1,2,2013
S12733930,L687609,10,2,2013
S12733936,L1461922,10,2,2013
S12733942,L808822,12,1,2013
S12733943,L810417,6,1,2013
S12733946,L1903714,13,1,2013
S12734808,L1903714,13,1,2013
S12734813,L1903776,1,2,2013
S12734818,L687609,10,2,2013
S12734819,L1461922,10,2,2013
S12734821,L808822,12,1,2013
S12734824,L810417,6,1,2013
S12945173,L791657,12,1,2013
S12945301,L687602,12,1,2013
S12945339,L790600,12,1,2013
S13188652,L791657,12,1,2013
S13188726,L808822,12,1,2013
S13189097,L687602,12,1,2013
S13431689,L2066584,13,2,2013
S13432361,L810417,6,1,2013
S13432402,L2066584,13,2,2013
S13478246,L792515,1,2,2013
S13595332,L808822,12,1,2013
S13725466,L1037294,12,1,2013
S13808527,L791662,12,2,2013
S13808607,L791662,12,2,2013
S13831617,L2128562,7,2,2013
S13831836,L2128590,1,2,2013
S13831881,L2128590,1,2,2013
S13834429,L793798,8,1,2013
S13834572,L2128590,1,2,2013
S14512433,L2250598,1,2,2013
S14512498,L1461922,10,2,2013
S14974048,L791662,12,2,2013
S14974173,L2328259,13,2,2013
S14974226,L805557,NA,2,2013
S14974321,L790600,12,1,2013
S14974350,L793510,12,1,2013
S14974422,L813455,10,1,2013
S14974448,L791657,12,1,2013
S14980181,L791657,12,1,2013
S14980215,L807750,12,2,2013
S15002917,L808828,8,2,2013
S15002951,L793798,8,1,2013
S15107261,L2346420,12,2,2013
S15214081,L790429,12,1,2013
S15245875,L2604456,12,1,2013
S15517932,L793798,8,1,2013
S15517947,L687602,12,1,2013
S15517951,L791657,12,1,2013
S15523047,L2604456,12,1,2013
S15524050,L1348842,13,2,2013
S15577075,L2604456,12,1,2013
S15577406,L2604456,12,1,2013
S15860700,L792515,1,2,2013
S15861196,L1348842,13,2,2013
S15868946,L791657,12,1,2013
S15902160,L791657,12,1,2013
S15902601,L687602,12,1,2013
S15902683,L813450,12,2,2013
S15902796,L793798,8,1,2013
S15902862,L808822,12,1,2013
S15903017,L2604456,12,1,2013
S15903081,L2604456,12,1,2013
S15903243,L791657,12,1,2013
S15904028,L687602,12,1,2013
S15904030,L813450,12,2,2013
S15904031,L793798,8,1,2013
S15904032,L808822,12,1,2013
S15904040,L2604456,12,1,2013
S15904041,L2604456,12,1,2013
S15927088,L791657,12,1,2013
S15927151,L1461922,10,2,2013
S15927224,L2462250,1,2,2013
S15927263,L791657,12,1,2013
S16034789,L2476391,7,2,2013
S16034806,L2476395,8,1,2013
S16034817,L2476391,7,2,2013
S16057369,L810417,6,1,2013
S16057452,L2480330,10,2,2013
S16067995,L2481618,12,2,2013
S16068008,L2480327,NA,2,2013
S16074169,L2604456,12,1,2013
S16075235,L2480327,NA,2,2013
S16075267,L793798,8,1,2013
S16075293,L1461922,10,2,2013
S16079970,L813450,12,2,2013
S16096724,L793798,8,1,2013
S16096810,L791662,12,2,2013
S16107552,L1461922,10,2,2013
S16108275,L2480327,NA,2,2013
S16119402,L813455,10,1,2013
S16120743,L2604456,12,1,2013
S16121005,L791657,12,1,2013
S16132596,L605028,0,2,2013
S16132767,L793798,8,1,2013
S16132869,L687602,12,1,2013
S16139546,L836514,8,1,2013
S16148974,L808822,12,1,2013
S17601950,L845503,8,1,2013
S17610984,L792515,1,2,2013
S17611178,L793798,8,1,2013
S17654376,L2742300,1,2,2013
S17656496,L2742300,1,2,2013
S17656755,L687602,12,1,2013
S17661115,L2742300,1,2,2013
S17674904,L687602,12,1,2013
S23489541,L810417,6,1,2013
S16230339,L810417,6,1,2014
S16230432,L793798,8,1,2014
S16230753,L810417,6,1,2014
S16230809,L793798,8,1,2014
S16242785,L791662,12,2,2014
S16242866,L791657,12,1,2014
S16245144,L1461922,10,2,2014
S16245238,L2510087,5,1,2014
S16245350,L2510112,12,2,2014
S16245628,L1461922,10,2,2014
S16245639,L2510112,12,2,2014
S16259641,L2510112,12,2,2014
S16274966,L2604456,12,1,2014
S16275082,L792515,1,2,2014
S16275099,L808822,12,1,2014
S16275743,L817946,8,1,2014
S16276474,L793798,8,1,2014
S16276572,L808828,8,2,2014
S16280017,L791657,12,1,2014
S16280054,L791657,12,1,2014
S16286250,L791657,12,1,2014
S16286753,L790600,12,1,2014
S16286955,L687602,12,1,2014
S16288131,L1063059,13,1,2014
S16290631,L2510112,12,2,2014
S16292221,L2515058,NA,1,2014
S16292250,L791657,12,1,2014
S16295447,L792515,1,2,2014
S16295480,L845503,8,1,2014
S16295543,L687602,12,1,2014
S16295676,L687602,12,1,2014
S16295731,L845503,8,1,2014
S16296112,L845503,8,1,2014
S16296160,L792515,1,2,2014
S16296173,L687602,12,1,2014
S16349225,L845503,8,1,2014
S16349243,L687602,12,1,2014
S16349302,L791657,12,1,2014
S16430520,L1461922,10,2,2014
S16430589,L845503,8,1,2014
S16431441,L845503,8,1,2014
S16431444,L1461922,10,2,2014
S16467447,L2576390,12,1,2014
S16541271,L2587719,8,1,2014
S16898643,L791657,12,1,2014
S16961931,L807750,12,2,2014
S16980273,L2604456,12,1,2014
S16981651,L2604456,12,1,2014
S17022211,L2649591,0,0,2014
S17022502,L2649755,0,0,2014
S17022755,L2649790,0,0,2014
S17022849,L2649843,0,0,2014
S17023187,L2649922,0,2,2014
S17023535,L2649987,NA,2,2014
S17023616,L2650049,12,1,2014
S17023712,L2650086,0,2,2014
S17024293,L2650101,0,0,2014
S17025566,L2650462,NA,2,2014
S17026263,L2650567,0,1,2014
S17026889,L2650349,NA,2,2014
S17027229,L2650886,0,0,2014
S17027292,L2650906,0,0,2014
S17027526,L2650462,NA,2,2014
S17027916,L2650567,0,1,2014
S17029154,L2649922,0,2,2014
S17029359,L2651425,0,2,2014
S17029688,L2650567,0,1,2014
S17029782,L2651528,0,2,2014
S17029875,L2650522,0,0,2014
S17030109,L2651630,0,2,2014
S17030337,L2651718,0,0,2014
S17030524,L2649790,0,0,2014
S17030755,L2649755,0,0,2014
S17030901,L2651425,0,2,2014
S17031067,L2651880,0,0,2014
S17086264,L2604456,12,1,2014
S17114615,L2666901,10,2,2014
S17114728,L793798,8,1,2014
S17114853,L1461922,10,2,2014
S17114981,L2604456,12,1,2014
S17115114,L845503,8,1,2014
S17115203,L2667009,0,2,2014
S17115268,L791657,12,1,2014
S17115354,L810417,6,1,2014
S17115437,L791662,12,2,2014
S17115517,L2667068,12,2,2014
S17138048,L808822,12,1,2014
S17162129,L2633587,12,1,2014
S17188658,L793798,8,1,2014
S17188662,L687602,12,1,2014
S17188690,L790600,12,1,2014
S17188696,L1461922,10,2,2014
S17188701,L845503,8,1,2014
S17188704,L792515,1,2,2014
S17233487,L687602,12,1,2014
S17257987,L790600,12,1,2014
S17258116,L790600,12,1,2014
S17258262,L790600,12,1,2014
S17258402,L687602,12,1,2014
S17258542,L807750,12,2,2014
S17258623,L791657,12,1,2014
S17291772,L2604456,12,1,2014
S17313570,L944325,0,0,2014
S17313656,L791662,12,2,2014
S17332264,L687602,12,1,2014
S17354155,L808822,12,1,2014
S17466230,L1107186,5,2,2014
S17466423,L1107186,5,2,2014
S17467152,L791662,12,2,2014
S17467301,L791662,12,2,2014
S17467433,L1107186,5,2,2014
S17467438,L807750,12,2,2014
S17467443,L808822,12,1,2014
S17467446,L1107186,5,2,2014
S17474218,L791662,12,2,2014
S17482290,L790600,12,1,2014
S17482305,L687602,12,1,2014
S17482312,L790600,12,1,2014
S17482325,L807750,12,2,2014
S17482347,L791657,12,1,2014
S17482449,L790600,12,1,2014
S17484781,L791662,12,2,2014
S17485147,L1107186,5,2,2014
S17485570,L687602,12,1,2014
S17485573,L790600,12,1,2014
S17485574,L790600,12,1,2014
S17485576,L790600,12,1,2014
S17485579,L791657,12,1,2014
S17539760,L687602,12,1,2014
S17667328,L2250598,1,2,2014
S17667439,L2250598,1,2,2014
S17667483,L2744136,1,2,2014
S17667987,L2250598,1,2,2014
S17668172,L793798,8,1,2014
S17681459,L1461922,10,2,2014
S17681488,L2250598,1,2,2014
S17681725,L687602,12,1,2014
S17681772,L2746278,12,1,2014
S17681875,L813450,12,2,2014
S17682047,L791657,12,1,2014
S17682212,L2604456,12,1,2014
S17682307,L792515,1,2,2014
S17682382,L2604456,12,1,2014
S17682518,L2746363,1,2,2014
S17682652,L2746363,1,2,2014
S17682729,L2746363,1,2,2014
S17682799,L2746363,1,2,2014
S17682864,L2746363,1,2,2014
S17720771,L808822,12,1,2014
S17777970,L2604456,12,1,2014
S17787610,L687602,12,1,2014
S17798791,L810417,6,1,2014
S17816684,L687541,12,1,2014
S17839961,L687602,12,1,2014
S17871687,L687602,12,1,2014
S17878134,L808828,8,2,2014
S17878316,L2604456,12,1,2014
S17930285,L687602,12,1,2014
S17930333,L687541,12,1,2014
S17950281,L793798,8,1,2014
S17985518,L2604456,12,1,2014
S18023043,L2604456,12,1,2014
S18072170,L793798,8,1,2014
S18112348,L2604456,12,1,2014
S18242723,L808822,12,1,2014
S18244351,L1461922,10,2,2014
S18256921,L2832564,8,1,2014
S18282822,L808822,12,1,2014
S18298749,L808822,12,1,2014
S18383446,L1461922,10,2,2014
S18383510,L808822,12,1,2014
S18595987,L805557,NA,2,2014
S18596089,L687602,12,1,2014
S18596480,L793798,8,1,2014
S18650189,L1461922,10,2,2014
S18650280,L2832564,8,1,2014
S19129865,L2742300,1,2,2014
S19312589,L2604456,12,1,2014
S19518147,L2604456,12,1,2014
S19539534,L2604456,12,1,2014
S19562363,L2604456,12,1,2014
S19578214,L3055420,8,1,2014
S19602410,L813455,10,1,2014
S19602427,L2832564,8,1,2014
S19645596,L2604456,12,1,2014
S19721449,L791657,12,1,2014
S19741943,L2604456,12,1,2014
S19827470,L813455,10,1,2014
S19836106,L2604456,12,1,2014
S19836144,L2742300,1,2,2014
S19854730,L1461922,10,2,2014
S19897456,L2604456,12,1,2014
S19906028,L791657,12,1,2014
S19906259,L793798,8,1,2014
S19919699,L2604456,12,1,2014
S19960394,L813455,10,1,2014
S19966129,L813455,10,1,2014
S19975662,L813455,10,1,2014
S19985116,L793798,8,1,2014
S20195492,L687602,12,1,2014
S20195573,L790600,12,1,2014
S20217146,L2604456,12,1,2014
S20271685,L3055420,8,1,2014
S20278949,L2604456,12,1,2014
S20318564,L2742300,1,2,2014
S20345500,L2604456,12,1,2014
S20345733,L2604456,12,1,2014
S20402450,L808822,12,1,2014
S20406600,L2604456,12,1,2014
S20406735,L791657,12,1,2014
S20452430,L2604456,12,1,2014
S20452679,L3149732,0,2,2014
S20452800,L687602,12,1,2014
S20452904,L793798,8,1,2014
S20453027,L2742300,1,2,2014
S20488824,L793798,8,1,2014
S20562149,L793798,8,1,2014
S20568739,L808822,12,1,2014
S20577099,L2604456,12,1,2014
S20614803,L687602,12,1,2014
S20614880,L791657,12,1,2014
S20614933,L808822,12,1,2014
S20615049,L2604456,12,1,2014
S20616862,L793798,8,1,2014
S20623474,L2604456,12,1,2014
S20632195,L2604456,12,1,2014
S20632196,L2604456,12,1,2014
S20632198,L2604456,12,1,2014
S20632199,L2604456,12,1,2014
S20632213,L2604456,12,1,2014
S20632249,L3173701,0,0,2014
S20632301,L3173710,8,1,2014
S20632345,L791657,12,1,2014
S20632346,L791657,12,1,2014
S20632347,L791657,12,1,2014
S20632356,L791657,12,1,2014
S20632365,L791657,12,1,2014
S20632377,L791657,12,1,2014
S20632503,L793798,8,1,2014
S20632505,L793798,8,1,2014
S20632506,L793798,8,1,2014
S20632518,L793798,8,1,2014
S20632521,L814286,5,1,2014
S20632616,L808822,12,1,2014
S20632617,L808822,12,1,2014
S20632619,L808822,12,1,2014
S20636334,L791657,12,1,2014
S20636343,L791662,12,2,2014
S20636414,L1026798,8,1,2014
S20636448,L808822,12,1,2014
S20636512,L805557,NA,2,2014
S20636560,L3174292,12,1,2014
S20636715,L805557,NA,2,2014
S20637048,L3174362,13,1,2014
S20637067,L3174362,13,1,2014
S20637156,L805557,NA,2,2014
S20637574,L805557,NA,2,2014
S20637910,L805557,NA,2,2014
S20639755,L805557,NA,2,2014
S20648228,L791662,12,2,2014
S20648833,L791662,12,2,2014
S20651486,L687602,12,1,2014
S20651536,L791657,12,1,2014
S20659862,L791662,12,2,2014
S20660841,L3177725,8,1,2014
S20660956,L791657,12,1,2014
S20661335,L793798,8,1,2014
S20661465,L687602,12,1,2014
S20661487,L3177824,13,1,2014
S20661748,L805557,NA,2,2014
S20664151,L793798,8,1,2014
S20666500,L805557,NA,2,2014
S20666540,L3178485,0,0,2014
S20668737,L944325,0,0,2014
S20673392,L791662,12,2,2014
S20684710,L2604456,12,1,2014
S20684862,L3173699,0,2,2014
S20685327,L793798,8,1,2014
S20691866,L2604456,12,1,2014
S20691873,L791657,12,1,2014
S20691879,L793798,8,1,2014
S20691887,L808822,12,1,2014
S20692126,L944325,0,0,2014
S20693045,L3181518,12,2,2014
S20695146,L805557,NA,2,2014
S20698050,L808822,12,1,2014
S20698456,L805557,NA,2,2014
S20699731,L944325,0,0,2014
S20702295,L793798,8,1,2014
S20704412,L3055420,8,1,2014
S20710602,L793515,12,2,2014
S20711063,L793515,12,2,2014
S20712417,L687602,12,1,2014
S20712418,L791657,12,1,2014
S20712429,L793798,8,1,2014
S20712433,L2604456,12,1,2014
S20712439,L808822,12,1,2014
S20712446,L3174362,13,1,2014
S20712450,L805557,NA,2,2014
S20712625,L793798,8,1,2014
S20715912,L793798,8,1,2014
S20722130,L807750,12,2,2014
S20723678,L807750,12,2,2014
S20724631,L807750,12,2,2014
S20724821,L807750,12,2,2014
S20724887,L807750,12,2,2014
S20724946,L1559517,NA,2,2014
S20725437,L807750,12,2,2014
S20725680,L807750,12,2,2014
S20725908,L1559517,NA,2,2014
S20726108,L2604456,12,1,2014
S20726164,L1559517,NA,2,2014
S20726453,L1559517,NA,2,2014
S20729154,L807750,12,2,2014
S20729195,L807750,12,2,2014
S20729203,L1559517,NA,2,2014
S20734477,L2604456,12,1,2014
S20734823,L2604456,12,1,2014
S20735411,L2604456,12,1,2014
S20736570,L2604456,12,1,2014
S20737822,L1559517,NA,2,2014
S20738813,L1559517,NA,2,2014
S20742923,L2604456,12,1,2014
S20746726,L3174292,12,1,2014
S20748228,L805557,NA,2,2014
S20748229,L808822,12,1,2014
S20748245,L807750,12,2,2014
S20748261,L1559517,NA,2,2014
S20748299,L791657,12,1,2014
S20748311,L793798,8,1,2014
S20748323,L3174362,13,1,2014
S20748439,L1559517,NA,2,2014
S20748495,L793798,8,1,2014
S20749481,L2604456,12,1,2014
S20759284,L807750,12,2,2014
S20779012,L3193890,0,0,2014
S20808078,L791657,12,1,2014
S20808216,L687602,12,1,2014
S20811166,L791662,12,2,2014
S20815528,L3198898,12,2,2014
S20820121,L687602,12,1,2014
S20820249,L791657,12,1,2014
S20820255,L687602,12,1,2014
S20820256,L791657,12,1,2014
S20821147,L1348842,13,2,2014
S20821307,L944325,0,0,2014
S20821731,L687602,12,1,2014
S20821756,L791657,12,1,2014
S20821770,L687602,12,1,2014
S20821811,L1348842,13,2,2014
S20821823,L791657,12,1,2014
S20821849,L944325,0,0,2014
S20822977,L793798,8,1,2014
S20823092,L2604456,12,1,2014
S20823301,L2742300,1,2,2014
S20825838,L2604456,12,1,2014
S20825948,L687602,12,1,2014
S20829201,L687602,12,1,2014
S20829265,L2604456,12,1,2014
S20830363,L687602,12,1,2014
S20844254,L791657,12,1,2014
S20849864,L791662,12,2,2014
S20856103,L808822,12,1,2014
S20859794,L3205849,1,2,2014
S20862237,L845503,8,1,2014
S20862294,L3206161,5,1,2014
S20862357,L1461922,10,2,2014
S20869879,L791662,12,2,2014
S20873233,L791662,12,2,2014
S20874514,L793798,8,1,2014
S20875764,L3205849,1,2,2014
S20907401,L790600,12,1,2014
S20907636,L790600,12,1,2014
S20909532,L790600,12,1,2014
S20909534,L790600,12,1,2014
S20912536,L793798,8,1,2014
S20912575,L3219751,8,1,2014
S20923415,L790600,12,1,2014
S20935096,L944325,0,0,2014
S20949265,L791657,12,1,2014
S20949510,L2604456,12,1,2014
S20951471,L2604456,12,1,2014
S20951964,L791657,12,1,2014
S21018546,L792515,1,2,2014
S21018730,L810417,6,1,2014
S21018789,L1461922,10,2,2014
S21018859,L791657,12,1,2014
S21018915,L793798,8,1,2014
S21100350,L2604456,12,1,2014
S21111202,L2604456,12,1,2014
S21136588,L807750,12,2,2014
S21207550,L1026798,8,1,2014
S21272093,L791657,12,1,2014
S21272144,L808822,12,1,2014
S21272233,L793798,8,1,2014
S21272245,L791657,12,1,2014
S21272261,L808822,12,1,2014
S21272268,L793798,8,1,2014
S21405828,L3301951,12,2,2014
S21702723,L687602,12,1,2014
S23432336,L813455,10,1,2014
S21134653,L2604456,12,1,2015
S21207636,L790600,12,1,2015
S21210786,L2604456,12,1,2015
S21211251,L791662,12,2,2015
S21213895,L790600,12,1,2015
S21214130,L687602,12,1,2015
S21214419,L813450,12,2,2015
S21244303,L3275480,13,1,2015
S21244444,L794164,12,1,2015
S21244543,L807750,12,2,2015
S21249624,L687602,12,1,2015
S21249651,L792515,1,2,2015
S21249674,L791657,12,1,2015
S21249707,L793798,8,1,2015
S21249753,L2604456,12,1,2015
S21249770,L808822,12,1,2015
S21250283,L807750,12,2,2015
S21250290,L813450,12,2,2015
S21250295,L3275480,13,1,2015
S21250299,L687602,12,1,2015
S21250304,L790600,12,1,2015
S21253011,L807750,12,2,2015
S21253016,L813450,12,2,2015
S21253023,L3275480,13,1,2015
S21253028,L687602,12,1,2015
S21253034,L790600,12,1,2015
S21255135,L836514,8,1,2015
S21255358,L791662,12,2,2015
S21255446,L791662,12,2,2015
S21255506,L977493,2,1,2015
S21255560,L845503,8,1,2015
S21255585,L836514,8,1,2015
S21255614,L687609,10,2,2015
S21255899,L3278223,10,1,2015
S21256216,L3293768,6,1,2015
S21256266,L790600,12,1,2015
S21256513,L687602,12,1,2015
S21256563,L808828,8,2,2015
S21256698,L790429,12,1,2015
S21256748,L951698,8,1,2015
S21257340,L1063059,13,1,2015
S21257359,L791657,12,1,2015
S21257445,L2742300,1,2,2015
S21257576,L792515,1,2,2015
S21257731,L2604456,12,1,2015
S21279151,L791657,12,1,2015
S21279162,L2742300,1,2,2015
S21279172,L792515,1,2,2015
S21279177,L2604456,12,1,2015
S21293141,L3055420,8,1,2015
S21293662,L2742300,1,2,2015
S21319828,L793798,8,1,2015
S21320050,L687602,12,1,2015
S21320053,L792515,1,2,2015
S21320059,L808822,12,1,2015
S21320068,L791657,12,1,2015
S21327610,L791662,12,2,2015
S21333043,L836514,8,1,2015
S21333209,L836514,8,1,2015
S21337025,L793798,8,1,2015
S21348968,L790429,12,1,2015
S21348981,L951698,8,1,2015
S21348994,L1063059,13,1,2015
S21364159,L790429,12,1,2015
S21364231,L951698,8,1,2015
S21364259,L1063059,13,1,2015
S21386603,L807750,12,2,2015
S21386700,L794164,12,1,2015
S21386755,L813450,12,2,2015
S21386784,L3275480,13,1,2015
S21390564,L813450,12,2,2015
S21390685,L3149732,0,2,2015
S21395592,L2604456,12,1,2015
S21398886,L813450,12,2,2015
S21401111,L3149732,0,2,2015
S21401227,L687602,12,1,2015
S21401276,L790600,12,1,2015
S21404770,L813450,12,2,2015
S21404774,L3149732,0,2,2015
S21410362,L790429,12,1,2015
S21410620,L951698,8,1,2015
S21422160,L790429,12,1,2015
S21427154,L1063059,13,1,2015
S21510219,L791657,12,1,2015
S21510404,L687602,12,1,2015
S21510608,L793798,8,1,2015
S21510691,L808822,12,1,2015
S21510791,L2604456,12,1,2015
S21512990,L808822,12,1,2015
S21513427,L791657,12,1,2015
S21513431,L687602,12,1,2015
S21513436,L793798,8,1,2015
S21540373,L793798,8,1,2015
S21550057,L687602,12,1,2015
S21567883,L791657,12,1,2015
S21573506,L791657,12,1,2015
S21573706,L2604456,12,1,2015
S21574040,L2604456,12,1,2015
S21576014,L2604456,12,1,2015
S21584981,L793798,8,1,2015
S21585107,L687602,12,1,2015
S21595133,L2604456,12,1,2015
S21598439,L1461922,10,2,2015
S21614142,L3329106,12,1,2015
S21614355,L1461922,10,2,2015
S21636350,L791662,12,2,2015
S21636654,L687602,12,1,2015
S21639384,L2604456,12,1,2015
S21684658,L3339967,5,2,2015
S21701772,L793798,8,1,2015
S21718391,L793798,8,1,2015
S21718594,L3055420,8,1,2015
S21718723,L687602,12,1,2015
S21732198,L1461922,10,2,2015
S21853965,L791662,12,2,2015
S21877959,L845503,8,1,2015
S21878337,L790172,5,1,2015
S21901184,L3385444,0,0,2015
S21901938,L944325,0,0,2015
S21902703,L791662,12,2,2015
S21911733,L791657,12,1,2015
S21912483,L2604456,12,1,2015
S21917399,L3388775,12,2,2015
S21918293,L793798,8,1,2015
S21918907,L687602,12,1,2015
S21919392,L791657,12,1,2015
S21960921,L3385444,0,0,2015
S21961990,L3385444,0,0,2015
S21962999,L3385444,0,0,2015
S21963033,L3385444,0,0,2015
S21963141,L3385444,0,0,2015
S21963531,L3385444,0,0,2015
S21963722,L3385444,0,0,2015
S21965955,L3385444,0,0,2015
S21969894,L944325,0,0,2015
S21969896,L791662,12,2,2015
S21969917,L791662,12,2,2015
S21969920,L944325,0,0,2015
S21969937,L944325,0,0,2015
S21969947,L3385444,0,0,2015
S21969950,L944325,0,0,2015
S21969951,L791662,12,2,2015
S21969953,L791662,12,2,2015
S21969989,L791662,12,2,2015
S21969992,L944325,0,0,2015
S21970640,L944325,0,0,2015
S21970644,L791662,12,2,2015
S21971009,L791662,12,2,2015
S21971016,L944325,0,0,2015
S21977004,L944325,0,0,2015
S21977051,L791662,12,2,2015
S21979997,L791662,12,2,2015
S21980689,L944325,0,0,2015
S21983669,L791662,12,2,2015
S21983686,L944325,0,0,2015
S21984899,L2604456,12,1,2015
S21993118,L791662,12,2,2015
S21993208,L792515,1,2,2015
S22012818,L687602,12,1,2015
S22044953,L687602,12,1,2015
S22061429,L944325,0,0,2015
S22061444,L3385444,0,0,2015
S22130065,L2604456,12,1,2015
S22177540,L2604456,12,1,2015
S22184189,L791657,12,1,2015
S22184324,L2604456,12,1,2015
S22208857,L687602,12,1,2015
S22265182,L808822,12,1,2015
S22330701,L3485185,0,0,2015
S22388132,L2604456,12,1,2015
S22397174,L791662,12,2,2015
S22427284,L687602,12,1,2015
S22427457,L2604456,12,1,2015
S22427637,L790600,12,1,2015
S22434637,L790600,12,1,2015
S22440277,L3934129,12,2,2015
S22445304,L687602,12,1,2015
S22485258,L791662,12,2,2015
S22511409,L791657,12,1,2015
S22520570,L793798,8,1,2015
S22520644,L3055420,8,1,2015
S22582901,L791657,12,1,2015
S22620003,L791657,12,1,2015
S22665520,L2604456,12,1,2015
S22669454,L2604456,12,1,2015
S22686895,L2742300,1,2,2015
S22746040,L2604456,12,1,2015
S22780209,L793798,8,1,2015
S22828905,L687602,12,1,2015
S22829022,L791657,12,1,2015
S22829187,L791662,12,2,2015
S22829250,L944325,0,0,2015
S22829303,L1107186,5,2,2015
S22934887,L1107186,5,2,2015
S22938861,L1107186,5,2,2015
S22952564,L2604456,12,1,2015
S22952784,L793798,8,1,2015
S22973668,L687602,12,1,2015
S23002130,L793798,8,1,2015
S23077077,L2604456,12,1,2015
S23101567,L2604456,12,1,2015
S23101701,L2604456,12,1,2015
S23104437,L687541,12,1,2015
S23113510,L687541,12,1,2015
S23120402,L687541,12,1,2015
S23131455,L2742300,1,2,2015
S23149120,L687541,12,1,2015
S23149445,L944325,0,0,2015
S23149887,L791662,12,2,2015
S23155422,L687541,12,1,2015
S23156528,L687541,12,1,2015
S23156533,L944325,0,0,2015
S23156537,L791662,12,2,2015
S23164202,L791657,12,1,2015
S23164694,L687541,12,1,2015
S23194296,L793798,8,1,2015
S23194370,L3609070,3,2,2015
S23194532,L907465,12,2,2015
S23200881,L2742300,1,2,2015
S23215954,L907465,12,2,2015
S23217446,L3198898,12,2,2015
S23243309,L791657,12,1,2015
S23246273,L2604456,12,1,2015
S23247253,L791657,12,1,2015
S23264699,L687541,12,1,2015
S23269155,L907465,12,2,2015
S23272558,L3618266,1,2,2015
S23272666,L907465,12,2,2015
S23272753,L687541,12,1,2015
S23272867,L907465,12,2,2015
S23272939,L907465,12,2,2015
S23277025,L907465,12,2,2015
S23277109,L944325,0,0,2015
S23277270,L3385444,0,0,2015
S23279967,L793798,8,1,2015
S23283613,L3609070,3,2,2015
S23293116,L3609070,3,2,2015
S23294815,L3609070,3,2,2015
S23294817,L793798,8,1,2015
S23294824,L907465,12,2,2015
S23295180,L3934129,12,2,2015
S23295457,L687541,12,1,2015
S23295689,L813455,10,1,2015
S23295930,L793798,8,1,2015
S23313580,L944325,0,0,2015
S23313981,L2604456,12,1,2015
S23314359,L3055420,8,1,2015
S23315415,L3934129,12,2,2015
S23331288,L687602,12,1,2015
S23331572,L3149732,0,2,2015
S23331792,L805557,NA,2,2015
S23332266,L790597,12,1,2015
S23334148,L791662,12,2,2015
S23334560,L687541,12,1,2015
S23335366,L687602,12,1,2015
S23335490,L3149732,0,2,2015
S23335554,L805557,NA,2,2015
S23335601,L790597,12,1,2015
S23339043,L3198898,12,2,2015
S23340947,L2604456,12,1,2015
S23351176,L3934129,12,2,2015
S23354302,L790600,12,1,2015
S23354739,L793798,8,1,2015
S23355348,L907465,12,2,2015
S23355981,L3609070,3,2,2015
S23356274,L687602,12,1,2015
S23356942,L3149732,0,2,2015
S23356964,L805557,NA,2,2015
S23356978,L790597,12,1,2015
S23364362,L3934129,12,2,2015
S23371341,L813455,10,1,2015
S23384831,L687602,12,1,2015
S23385027,L687541,12,1,2015
S23385108,L813455,10,1,2015
S23419519,L791662,12,2,2015
S23433257,L791662,12,2,2015
S23436297,L808822,12,1,2015
S23438128,L1037294,12,1,2015
S23588917,L791662,12,2,2015
S23634465,L2604456,12,1,2015
S23654242,L3055420,8,1,2015
S23656356,L791662,12,2,2015
S23682088,L791662,12,2,2015
S23707677,L907465,12,2,2015
S23707683,L3609070,3,2,2015
S23709332,L2604456,12,1,2015
S23709449,L791657,12,1,2015
S23724252,L3174362,13,1,2015
S23727554,L2604456,12,1,2015
S23819079,L791657,12,1,2015
S23830561,L813455,10,1,2015
S23873414,L791657,12,1,2015
S23873517,L793798,8,1,2015
S23873609,L687602,12,1,2015
S23873774,L790600,12,1,2015
S23873868,L2832564,8,1,2015
S23874189,L795754,5,1,2015
S23892136,L3718262,12,2,2015
S23896094,L2604456,12,1,2015
S23923948,L791657,12,1,2015
S23924032,L807750,12,2,2015
S23925167,L791657,12,1,2015
S23929658,L1348842,13,2,2015
S23929962,L1461922,10,2,2015
S23976334,L791662,12,2,2015
S23976808,L791662,12,2,2015
S23984244,L791662,12,2,2015
S23989053,L3934129,12,2,2015
S24101624,L791662,12,2,2015
S24112017,L791662,12,2,2015
