SAMPLING_EVENT_ID,LOC_ID,UMD_LANDCOVER,UMD_WATERCOVER,YEAR
S24119144,L687602,12,1,2015
S24163529,L2604456,12,1,2015
S24163684,L793798,8,1,2015
S24320774,L2742300,1,2,2015
S24350676,L808822,12,1,2015
S24470889,L793798,8,1,2015
S24487521,L3828820,12,1,2015
S24487597,L3828820,12,1,2015
S24541253,L2604456,12,1,2015
S24541292,L808822,12,1,2015
S24541851,L793798,8,1,2015
S24586002,L1348842,13,2,2015
S24586007,L1745501,8,1,2015
S24586013,L3843805,12,2,2015
S24606604,L791662,12,2,2015
S24624384,L791662,12,2,2015
S24635599,L791657,12,1,2015
S24638889,L2604456,12,1,2015
S24651210,L791662,12,2,2015
S24684957,L3934129,12,2,2015
S24704711,L791662,12,2,2015
S24723200,L3934129,12,2,2015
S24775626,L791662,12,2,2015
S24811156,L687602,12,1,2015
S24811341,L791662,12,2,2015
S24825788,L3934129,12,2,2015
S24833416,L791662,12,2,2015
S24850117,L791662,12,2,2015
S24850335,L687609,10,2,2015
S24874520,L791662,12,2,2015
S24887304,L791662,12,2,2015
S24889439,L3934129,12,2,2015
S24890403,L2604456,12,1,2015
S24897937,L813455,10,1,2015
S24902751,L2604456,12,1,2015
S24907880,L791662,12,2,2015
S24907964,L944325,0,0,2015
S24914691,L791662,12,2,2015
S24914867,L791662,12,2,2015
S24914874,L944325,0,0,2015
S24918915,L791662,12,2,2015
S24937365,L813455,10,1,2015
S24937930,L687541,12,1,2015
S24938140,L687602,12,1,2015
S24945581,L687541,12,1,2015
S24945599,L687602,12,1,2015
S24945604,L813455,10,1,2015
S24945729,L793798,8,1,2015
S24947055,L3934129,12,2,2015
S24956962,L791662,12,2,2015
S24964164,L791657,12,1,2015
S24988942,L2604456,12,1,2015
S25006319,L791657,12,1,2015
S25007202,L791657,12,1,2015
S25047590,L813455,10,1,2015
S25047628,L791657,12,1,2015
S25050316,L793798,8,1,2015
S25055113,L687602,12,1,2015
S25055157,L791657,12,1,2015
S25055390,L813455,10,1,2015
S25056263,L813455,10,1,2015
S25057533,L791662,12,2,2015
S25057974,L813455,10,1,2015
S25057975,L813455,10,1,2015
S25060743,L944325,0,0,2015
S25067902,L791662,12,2,2015
S25068607,L791662,12,2,2015
S25085301,L791657,12,1,2015
S25087321,L2604456,12,1,2015
S25112382,L791662,12,2,2015
S25120515,L791662,12,2,2015
S25120634,L3934129,12,2,2015
S25132208,L805557,NA,2,2015
S25138409,L813455,10,1,2015
S25142774,L687602,12,1,2015
S25144848,L791662,12,2,2015
S25165827,L3934129,12,2,2015
S25165850,L3934129,12,2,2015
S25175176,L791662,12,2,2015
S25175797,L791662,12,2,2015
S25176412,L944325,0,0,2015
S25176680,L791662,12,2,2015
S25180764,L791657,12,1,2015
S25180795,L2604456,12,1,2015
S25181446,L944325,0,0,2015
S25186813,L793798,8,1,2015
S25194893,L793798,8,1,2015
S25194931,L944325,0,0,2015
S25195566,L813455,10,1,2015
S25196052,L813455,10,1,2015
S25196202,L810417,6,1,2015
S25196432,L805557,NA,2,2015
S25196857,L687602,12,1,2015
S25197012,L3174292,12,1,2015
S25197243,L687541,12,1,2015
S25197384,L3929924,5,1,2015
S25206065,L790600,12,1,2015
S25206308,L3931148,12,1,2015
S25208503,L2604456,12,1,2015
S25209294,L2604456,12,1,2015
S25222239,L845503,8,1,2015
S25222258,L791662,12,2,2015
S25223289,L907465,12,2,2015
S25223896,L687609,10,2,2015
S25224171,L907462,12,1,2015
S25224464,L1559517,NA,2,2015
S25224633,L793798,8,1,2015
S25224770,L791657,12,1,2015
S25224861,L3933461,1,2,2015
S25235406,L813455,10,1,2015
S25235528,L687541,12,1,2015
S25236007,L791657,12,1,2015
S25236274,L791662,12,2,2015
S25236459,L1107186,5,2,2015
S25242125,L1461922,10,2,2015
S25242208,L880783,10,2,2015
S25242297,L836514,8,1,2015
S25256966,L2604456,12,1,2015
S25260038,L791662,12,2,2015
S25260210,L791662,12,2,2015
S25265704,L3938114,1,2,2015
S25265824,L3938114,1,2,2015
S25283548,L2604456,12,1,2015
S25288025,L3934129,12,2,2015
S25299796,L791662,12,2,2015
S25300003,L3181518,12,2,2015
S25300268,L791662,12,2,2015
S25311257,L791662,12,2,2015
S25313798,L793798,8,1,2015
S25324712,L813455,10,1,2015
S25337175,L791662,12,2,2015
S25345196,L687602,12,1,2015
S25345474,L687541,12,1,2015
S25345714,L687602,12,1,2015
S25348292,L791657,12,1,2015
S25350114,L791657,12,1,2015
S25350845,L687541,12,1,2015
S25356647,L791662,12,2,2015
S25357105,L791662,12,2,2015
S25357573,L2604456,12,1,2015
S25363006,L793798,8,1,2015
S25368435,L793798,8,1,2015
S25368962,L791657,12,1,2015
S25370817,L687602,12,1,2015
S25370890,L790600,12,1,2015
S25370897,L793798,8,1,2015
S25371933,L793798,8,1,2015
S25372094,L793798,8,1,2015
S25373527,L793798,8,1,2015
S25373837,L793798,8,1,2015
S25377912,L793798,8,1,2015
S25378051,L793798,8,1,2015
S25388509,L791662,12,2,2015
S25390586,L3953879,1,2,2015
S25392339,L3953966,0,0,2015
S25394917,L793798,8,1,2015
S25396299,L2604456,12,1,2015
S25397425,L793798,8,1,2015
S25401303,L2604456,12,1,2015
S25401351,L2604456,12,1,2015
S25407279,L2604456,12,1,2015
S25418144,L2604456,12,1,2015
S25418925,L3934129,12,2,2015
S25419403,L687602,12,1,2015
S25419884,L810417,6,1,2015
S25423233,L793798,8,1,2015
S25426160,L3934129,12,2,2015
S25429285,L3934129,12,2,2015
S25432556,L2604456,12,1,2015
S25432585,L2604456,12,1,2015
S25438728,L3934129,12,2,2015
S25438975,L3934129,12,2,2015
S25439930,L791662,12,2,2015
S25441975,L3934129,12,2,2015
S25441987,L2604456,12,1,2015
S25441998,L2604456,12,1,2015
S25450175,L793798,8,1,2015
S25451255,L944325,0,0,2015
S25451336,L791662,12,2,2015
S25453026,L3934129,12,2,2015
S25462779,L3934129,12,2,2015
S25463011,L791662,12,2,2015
S25464939,L793798,8,1,2015
S25472310,L791662,12,2,2015
S25473568,L3953966,0,0,2015
S25478655,L793798,8,1,2015
S25479621,L791662,12,2,2015
S25481779,L944325,0,0,2015
S25493734,L687541,12,1,2015
S25499859,L3934129,12,2,2015
S25500529,L791662,12,2,2015
S25509453,L791662,12,2,2015
S25510130,L791662,12,2,2015
S25510475,L791657,12,1,2015
S25518438,L687602,12,1,2015
S25518676,L813455,10,1,2015
S25521688,L791662,12,2,2015
S25522910,L793798,8,1,2015
S25522935,L3934129,12,2,2015
S25532533,L791662,12,2,2015
S25547357,L3953966,0,0,2015
S25548123,L687602,12,1,2015
S25553625,L3934129,12,2,2015
S25557475,L907465,12,2,2015
S25560059,L1745501,8,1,2015
S25565415,L3934129,12,2,2015
S25573000,L687602,12,1,2015
S25611557,L791662,12,2,2015
S25618315,L791657,12,1,2015
S25620511,L3953966,0,0,2015
S25623918,L793798,8,1,2015
S25628054,L813455,10,1,2015
S25629280,L791657,12,1,2015
S25634591,L791662,12,2,2015
S25638735,L791662,12,2,2015
S25644289,L791657,12,1,2015
S25644338,L3982676,12,1,2015
S25644367,L793798,8,1,2015
S25644377,L808822,12,1,2015
S25648325,L791662,12,2,2015
S25648491,L791657,12,1,2015
S25649244,L687602,12,1,2015
S25649341,L791657,12,1,2015
S25649347,L3982676,12,1,2015
S25649356,L791657,12,1,2015
S25649359,L808822,12,1,2015
S25649362,L793798,8,1,2015
S25652407,L793798,8,1,2015
S25654324,L808822,12,1,2015
S25656786,L3934129,12,2,2015
S25661438,L813455,10,1,2015
S25661558,L1026798,8,1,2015
S25662095,L2742300,1,2,2015
S25665078,L3985179,10,2,2015
S25665127,L3985187,1,2,2015
S25665327,L3985212,8,1,2015
S25665343,L3985215,8,1,2015
S25665362,L3985179,10,2,2015
S25665375,L3985187,1,2,2015
S25665399,L3985212,8,1,2015
S25665405,L3985215,8,1,2015
S25672162,L687602,12,1,2015
S25677238,L687602,12,1,2015
S25678657,L813455,10,1,2015
S25678752,L3986959,10,2,2015
S25678754,L3986956,0,0,2015
S25678770,L3986962,12,2,2015
S25678828,L3986975,0,1,2015
S25679087,L3987005,10,2,2015
S25684949,L813455,10,1,2015
S25684964,L3985215,8,1,2015
S25684965,L793798,8,1,2015
S25697415,L791662,12,2,2015
S25702091,L687602,12,1,2015
S25702151,L813455,10,1,2015
S25705858,L813455,10,1,2015
S25705879,L793798,8,1,2015
S25705881,L813455,10,1,2015
S25705898,L3986975,0,1,2015
S25706030,L3985215,8,1,2015
S25707180,L3986956,0,0,2015
S25707201,L3986975,0,1,2015
S25707212,L3986962,12,2,2015
S25707215,L3987005,10,2,2015
S25707252,L3986959,10,2,2015
S25708429,L687602,12,1,2015
S25717619,L791662,12,2,2015
S25717898,L3986962,12,2,2015
S25717899,L3987005,10,2,2015
S25717902,L3986959,10,2,2015
S25717906,L3986956,0,0,2015
S25726305,L3934129,12,2,2015
S25727975,L791662,12,2,2015
S25741820,L791662,12,2,2015
S25755687,L791662,12,2,2015
S25759167,L3934129,12,2,2015
S25759221,L3934129,12,2,2015
S25772798,L793798,8,1,2015
S25780171,L2604456,12,1,2015
S25787947,L791662,12,2,2015
S25795155,L810417,6,1,2015
S25795224,L810417,6,1,2015
S25795226,L3934129,12,2,2015
S25799736,L3953966,0,0,2015
S25799996,L791662,12,2,2015
S25805507,L4003726,6,1,2015
S25808875,L4003726,6,1,2015
S25817708,L793798,8,1,2015
S25826728,L2604456,12,1,2015
S25835340,L813455,10,1,2015
S25838213,L687541,12,1,2015
S25839173,L2604456,12,1,2015
S25844017,L687602,12,1,2015
S25849736,L791657,12,1,2015
S25849883,L2604456,12,1,2015
S25853581,L791657,12,1,2015
S25864635,L791662,12,2,2015
S25867135,L791657,12,1,2015
S25871408,L791657,12,1,2015
S25885569,L813455,10,1,2015
S25888488,L687602,12,1,2015
S25903652,L791662,12,2,2015
S25908187,L813455,10,1,2015
S25914071,L791662,12,2,2015
S25924608,L791662,12,2,2015
S25926900,L791657,12,1,2015
S25932818,L813455,10,1,2015
S25933197,L687541,12,1,2015
S25933328,L813455,10,1,2015
S25933339,L687541,12,1,2015
S25933428,L790600,12,1,2015
S25933634,L813455,10,1,2015
S25933663,L687541,12,1,2015
S25933894,L790600,12,1,2015
S25934208,L813455,10,1,2015
S25934209,L813455,10,1,2015
S25934214,L687541,12,1,2015
S25934217,L790600,12,1,2015
S25934220,L687541,12,1,2015
S25935854,L687541,12,1,2015
S25935914,L813455,10,1,2015
S25936388,L790600,12,1,2015
S25938280,L790600,12,1,2015
S25938830,L790600,12,1,2015
S25938833,L687541,12,1,2015
S25938835,L813455,10,1,2015
S25938968,L790600,12,1,2015
S25947799,L790600,12,1,2015
S25947825,L687541,12,1,2015
S25947834,L813455,10,1,2015
S25973162,L687602,12,1,2015
S25973475,L813455,10,1,2015
S25973855,L791662,12,2,2015
S25974366,L687541,12,1,2015
S25974450,L813455,10,1,2015
S25974539,L687602,12,1,2015
S25975975,L793798,8,1,2015
S25977923,L790600,12,1,2015
S25979458,L687602,12,1,2015
S25979486,L813455,10,1,2015
S25979487,L808822,12,1,2015
S25979497,L793798,8,1,2015
S25979501,L2604456,12,1,2015
S25984784,L687602,12,1,2015
S25984789,L813455,10,1,2015
S25984793,L793798,8,1,2015
S25984800,L2604456,12,1,2015
S25985538,L4003726,6,1,2015
S25991020,L687602,12,1,2015
S25998148,L791662,12,2,2015
S26008546,L808822,12,1,2015
S26008802,L791662,12,2,2015
S26018883,L805557,NA,2,2015
S26020930,L805557,NA,2,2015
S26020970,L790597,12,1,2015
S26021122,L790597,12,1,2015
S26021441,L687602,12,1,2015
S26025849,L813455,10,1,2015
S26031343,L687602,12,1,2015
S26032393,L808822,12,1,2015
S26035079,L791662,12,2,2015
S26040924,L2604456,12,1,2015
S26048133,L808822,12,1,2015
S26049786,L791657,12,1,2015
S26050204,L791662,12,2,2015
S26051291,L790597,12,1,2015
S26051298,L805557,NA,2,2015
S26051693,L3385444,0,0,2015
S26051840,L791662,12,2,2015
S26052204,L3385386,12,2,2015
S26078560,L790597,12,1,2015
S26078760,L805557,NA,2,2015
S26084879,L790600,12,1,2015
S26084880,L687541,12,1,2015
S26084883,L813455,10,1,2015
S26095191,L793798,8,1,2015
S26106572,L793798,8,1,2015
S26106801,L2604456,12,1,2015
S26110298,L3986956,0,0,2015
S26114888,L2604456,12,1,2015
S26116929,L4003726,6,1,2015
S26123795,L813455,10,1,2015
S26128134,L2604456,12,1,2015
S26137426,L813455,10,1,2015
S26137493,L687541,12,1,2015
S26137661,L793798,8,1,2015
S26138827,L813455,10,1,2015
S26146058,L687602,12,1,2015
S26146141,L790600,12,1,2015
S26153732,L687602,12,1,2015
S26155775,L687602,12,1,2015
S26156941,L4051480,10,1,2015
S26157121,L4051480,10,1,2015
S26157219,L4051480,10,1,2015
S26157570,L4051480,10,1,2015
S26157701,L4051480,10,1,2015
S26157834,L2604456,12,1,2015
S26161256,L4051480,10,1,2015
S26161387,L4051480,10,1,2015
S26172429,L687602,12,1,2015
S26172856,L687602,12,1,2015
S26173376,L4003726,6,1,2015
S26209917,L790600,12,1,2015
S26210043,L687602,12,1,2015
S26216264,L1107186,5,2,2015
S26216472,L1107186,5,2,2015
S26216548,L791662,12,2,2015
S26216623,L791662,12,2,2015
S26233339,L2250598,1,2,2015
S26233383,L2250598,1,2,2015
S26233758,L791662,12,2,2015
S26234679,L2250598,1,2,2015
S26234940,L813455,10,1,2015
S26246000,L791662,12,2,2015
S26246344,L3986956,0,0,2015
S26247233,L3934129,12,2,2015
S26259236,L792515,1,2,2015
S26259707,L4003726,6,1,2015
S26261202,L792515,1,2,2015
S26261301,L4003726,6,1,2015
S26273653,L792515,1,2,2015
S26273655,L4003726,6,1,2015
S26274011,L4003726,6,1,2015
S26279757,L791662,12,2,2015
S26300889,L4066892,12,2,2015
S26300939,L810417,6,1,2015
S26315621,L3934129,12,2,2015
S26322026,L791662,12,2,2015
S26322433,L793798,8,1,2015
S26331526,L813455,10,1,2015
S26331587,L790600,12,1,2015
S26335240,L791657,12,1,2015
S26343005,L687602,12,1,2015
S26343146,L790600,12,1,2015
S26343310,L813455,10,1,2015
S26343532,L2604456,12,1,2015
S26344203,L4073269,12,1,2015
S26344223,L3934129,12,2,2015
S26345451,L791662,12,2,2015
S26356398,L2604456,12,1,2015
S26356527,L3385386,12,2,2015
S26356733,L1107186,5,2,2015
S26356792,L3385444,0,0,2015
S26356953,L944325,0,0,2015
S26356969,L3385386,12,2,2015
S26356980,L1107186,5,2,2015
S26356993,L3385444,0,0,2015
S26357017,L944325,0,0,2015
S26357128,L791662,12,2,2015
S26358090,L791662,12,2,2015
S26358322,L791662,12,2,2015
S26358329,L944325,0,0,2015
S26358337,L3385444,0,0,2015
S26358340,L1107186,5,2,2015
S26358364,L3385386,12,2,2015
S26359045,L791662,12,2,2015
S26359208,L3385386,12,2,2015
S26359211,L1107186,5,2,2015
S26359231,L3385444,0,0,2015
S26359233,L944325,0,0,2015
S26359251,L791662,12,2,2015
S26359314,L791662,12,2,2015
S26359396,L791662,12,2,2015
S26359542,L3385444,0,0,2015
S26359548,L1107186,5,2,2015
S26359552,L944325,0,0,2015
S26359557,L791662,12,2,2015
S26359560,L791662,12,2,2015
S26359850,L791662,12,2,2015
S26359851,L944325,0,0,2015
S26359859,L1107186,5,2,2015
S26359865,L3385444,0,0,2015
S26359870,L791662,12,2,2015
S26359873,L3385386,12,2,2015
S26361304,L791662,12,2,2015
S26361393,L791662,12,2,2015
S26361501,L944325,0,0,2015
S26361519,L3385444,0,0,2015
S26361673,L1107186,5,2,2015
S26361719,L3385386,12,2,2015
S26368063,L3385444,0,0,2015
S26369439,L791662,12,2,2015
S26369459,L791662,12,2,2015
S26374799,L3934129,12,2,2015
S26382505,L3385386,12,2,2015
S26382530,L1107186,5,2,2015
S26382539,L3385444,0,0,2015
S26382546,L944325,0,0,2015
S26382558,L791662,12,2,2015
S26382576,L791662,12,2,2015
S26390542,L2604456,12,1,2015
S26400720,L4003726,6,1,2015
S26402780,L1348842,13,2,2015
S26402951,L4083563,10,2,2015
S26408451,L791657,12,1,2015
S26422373,L791657,12,1,2015
S26422490,L813455,10,1,2015
S26424284,L793798,8,1,2015
S26425059,L687602,12,1,2015
S26426076,L793798,8,1,2015
S26426796,L3986956,0,0,2015
S26439469,L793798,8,1,2015
S26454920,L3986956,0,0,2015
S26458787,L808822,12,1,2015
S26474479,L4099177,1,2,2015
S26474664,L791662,12,2,2015
S26474741,L791662,12,2,2015
S26474879,L944325,0,0,2015
S26474915,L3385444,0,0,2015
S26474936,L1107186,5,2,2015
S26475320,L2604456,12,1,2015
S26484930,L4099177,1,2,2015
S26484962,L3934129,12,2,2015
S26499205,L2604456,12,1,2015
S26499562,L791662,12,2,2015
S26506521,L2604456,12,1,2015
S26506746,L2604456,12,1,2015
S26509139,L791657,12,1,2015
S26522123,L791662,12,2,2015
S26534995,L808822,12,1,2015
S26539282,L790600,12,1,2015
S26539362,L687602,12,1,2015
S26557397,L4109495,5,1,2015
S26562836,L687602,12,1,2015
S26562987,L790600,12,1,2015
S26563102,L813455,10,1,2015
S26563337,L793798,8,1,2015
S26564607,L3986956,0,0,2015
S26567790,L793798,8,1,2015
S26577770,L793798,8,1,2015
S26594986,L791657,12,1,2015
S26597285,L793798,8,1,2015
S26597331,L813455,10,1,2015
S26597383,L687602,12,1,2015
S26597400,L790600,12,1,2015
S26605860,L2604456,12,1,2015
S26607663,L793798,8,1,2015
S26851368,L3641885,12,1,2015
S28069291,L4051480,10,1,2015
S28069356,L4051480,10,1,2015
S28069360,L4051480,10,1,2015
S28069398,L4051480,10,1,2015
S28069446,L4051480,10,1,2015
S28805833,L791662,12,2,2015
S28805843,L944325,0,0,2015
S28805845,L3385444,0,0,2015
S28805849,L1107186,5,2,2015
S28805864,L3385386,12,2,2015
S26589767,L3934129,12,2,2016
S26595645,L2604456,12,1,2016
S26604217,L3934129,12,2,2016
S26608120,L790597,12,1,2016
S26618633,L687602,12,1,2016
S26619114,L791662,12,2,2016
S26619566,L791662,12,2,2016
S26638767,L791657,12,1,2016
S26640469,L790600,12,1,2016
S26641500,L4124002,12,1,2016
S26648767,L790429,12,1,2016
S26658328,L790600,12,1,2016
S26658968,L2604456,12,1,2016
S26665321,L2604456,12,1,2016
S26667771,L1745501,8,1,2016
S26668916,L1107186,5,2,2016
S26669838,L4128698,12,2,2016
S26673253,L801883,0,0,2016
S26674186,L4129402,12,2,2016
S26683773,L1107186,5,2,2016
S26683958,L3385444,0,0,2016
S26690847,L807750,12,2,2016
S26727925,L944325,0,0,2016
S26728114,L791662,12,2,2016
S26730931,L791662,12,2,2016
S26735055,L791662,12,2,2016
S26735088,L944325,0,0,2016
S26735126,L3385444,0,0,2016
S26735913,L944325,0,0,2016
S26735982,L3385444,0,0,2016
S26736016,L791662,12,2,2016
S26736944,L791662,12,2,2016
S26737482,L791662,12,2,2016
S26737585,L791662,12,2,2016
S26738185,L807750,12,2,2016
S26738383,L807750,12,2,2016
S26738559,L4135650,NA,2,2016
S26738785,L807750,12,2,2016
S26738788,L791662,12,2,2016
S26738826,L813450,12,2,2016
S26739158,L805557,NA,2,2016
S26739630,L4135797,13,1,2016
S26739886,L794164,12,1,2016
S26740107,L790429,12,1,2016
S26740868,L4135650,NA,2,2016
S26740875,L813450,12,2,2016
S26740882,L805557,NA,2,2016
S26740897,L4135797,13,1,2016
S26740907,L794164,12,1,2016
S26741038,L790429,12,1,2016
S26741249,L793798,8,1,2016
S26741395,L808822,12,1,2016
S26741926,L880783,10,2,2016
S26742126,L4136212,1,2,2016
S26742296,L793798,8,1,2016
S26744723,L4136212,1,2,2016
S26744879,L880783,10,2,2016
S26745334,L791662,12,2,2016
S26745349,L807750,12,2,2016
S26745375,L4135650,NA,2,2016
S26745428,L813450,12,2,2016
S26745442,L805557,NA,2,2016
S26745451,L4135797,13,1,2016
S26745465,L794164,12,1,2016
S26745518,L790429,12,1,2016
S26745819,L791662,12,2,2016
S26747789,L1107186,5,2,2016
S26747822,L3385444,0,0,2016
S26747831,L944325,0,0,2016
S26747845,L791662,12,2,2016
S26751948,L2604456,12,1,2016
S26753818,L4137597,8,2,2016
S26754309,L4137675,8,2,2016
S26754718,L907462,12,1,2016
S26755328,L687609,10,2,2016
S26758479,L4138347,8,1,2016
S26760286,L4138638,5,1,2016
S26761106,L791657,12,1,2016
S26763193,L2604456,12,1,2016
S26763441,L791657,12,1,2016
S26763893,L2742300,1,2,2016
S26764106,L4003726,6,1,2016
S26764210,L792515,1,2,2016
S26764297,L2604456,12,1,2016
S26766038,L4139529,12,1,2016
S26769378,L793798,8,1,2016
S26769402,L4136212,1,2,2016
S26769406,L808822,12,1,2016
S26769409,L880783,10,2,2016
S26769789,L805557,NA,2,2016
S26769911,L813455,10,1,2016
S26776046,L3055420,8,1,2016
S26779084,L791662,12,2,2016
S26782607,L790429,12,1,2016
S26782698,L794164,12,1,2016
S26782705,L4135797,13,1,2016
S26782712,L805557,NA,2,2016
S26782718,L813450,12,2,2016
S26782720,L4135650,NA,2,2016
S26782724,L807750,12,2,2016
S26788331,L3986956,0,0,2016
S26789145,L2604456,12,1,2016
S26789175,L792515,1,2,2016
S26789185,L4003726,6,1,2016
S26789206,L2742300,1,2,2016
S26790082,L791657,12,1,2016
S26802855,L813455,10,1,2016
S26805354,L791662,12,2,2016
S26811893,L2604456,12,1,2016
S26830376,L3181518,12,2,2016
S26830651,L944325,0,0,2016
S26831630,L807750,12,2,2016
S26847470,L791662,12,2,2016
S26848025,L3181518,12,2,2016
S26849089,L807750,12,2,2016
S26849285,L944325,0,0,2016
S26849398,L791657,12,1,2016
S26850610,L791662,12,2,2016
S26850767,L807750,12,2,2016
S26850862,L4152272,12,1,2016
S26850964,L814286,5,1,2016
S26851181,L813455,10,1,2016
S26851334,L687541,12,1,2016
S26851639,L810417,6,1,2016
S26851812,L687602,12,1,2016
S26852087,L790600,12,1,2016
S26852125,L807750,12,2,2016
S26852421,L807750,12,2,2016
S26855703,L3385444,0,0,2016
S26855725,L944325,0,0,2016
S26855759,L791662,12,2,2016
S26857655,L3934129,12,2,2016
S26860471,L791657,12,1,2016
S26868367,L687602,12,1,2016
S26868900,L807750,12,2,2016
S26882028,L2604456,12,1,2016
S26882061,L791662,12,2,2016
S26882265,L793798,8,1,2016
S26883163,L793798,8,1,2016
S26883862,L791657,12,1,2016
S26883917,L4156763,13,1,2016
S26898967,L4158805,1,2,2016
S26899420,L3953966,0,0,2016
S26899782,L944325,0,0,2016
S26905975,L4158805,1,2,2016
S26914569,L791662,12,2,2016
S26936780,L813455,10,1,2016
S26936869,L4003726,6,1,2016
S26947116,L3934129,12,2,2016
S26974483,L3934129,12,2,2016
S26984689,L807750,12,2,2016
S26985060,L687602,12,1,2016
S26985349,L793798,8,1,2016
S26988212,L793798,8,1,2016
S26995782,L3934129,12,2,2016
S26995815,L3934129,12,2,2016
S27027642,L791662,12,2,2016
S27046517,L687609,10,2,2016
S27055019,L790600,12,1,2016
S27055234,L687602,12,1,2016
S27084794,L944325,0,0,2016
S27085002,L791662,12,2,2016
S27095087,L3934129,12,2,2016
S27118036,L791662,12,2,2016
S27125334,L793798,8,1,2016
S27125692,L687602,12,1,2016
S27125945,L791657,12,1,2016
S27126250,L808822,12,1,2016
S27126692,L807750,12,2,2016
S27126788,L2742300,1,2,2016
S27127401,L808822,12,1,2016
S27127879,L808822,12,1,2016
S27127888,L793798,8,1,2016
S27127900,L687602,12,1,2016
S27127917,L791657,12,1,2016
S27129941,L687602,12,1,2016
S27132545,L944325,0,0,2016
S27153837,L2250598,1,2,2016
S27153995,L4099177,1,2,2016
S27154055,L4099177,1,2,2016
S27154159,L792515,1,2,2016
S27154285,L813450,12,2,2016
S27154413,L805557,NA,2,2016
S27154617,L805557,NA,2,2016
S27154640,L805557,NA,2,2016
S27154642,L813450,12,2,2016
S27154644,L2250598,1,2,2016
S27154645,L805557,NA,2,2016
S27155487,L3301951,12,2,2016
S27157025,L3301951,12,2,2016
S27157342,L1348842,13,2,2016
S27159815,L944325,0,0,2016
S27179752,L791662,12,2,2016
S27181593,L793798,8,1,2016
S27181639,L792515,1,2,2016
S27181730,L687602,12,1,2016
S27196607,L791662,12,2,2016
S27196664,L4201621,10,2,2016
S27196854,L2651880,0,0,2016
S27197096,L793798,8,1,2016
S27197120,L792515,1,2,2016
S27197134,L687602,12,1,2016
S27197438,L2650462,NA,2,2016
S27197664,L4201743,0,1,2016
S27197763,L4201759,0,2,2016
S27197833,L4201773,12,1,2016
S27197940,L2650522,0,0,2016
S27198096,L4201791,9,1,2016
S27212515,L2604456,12,1,2016
S27213641,L813450,12,2,2016
S27213655,L805557,NA,2,2016
S27213683,L805557,NA,2,2016
S27213695,L3301951,12,2,2016
S27213712,L1348842,13,2,2016
S27215075,L790600,12,1,2016
S27215236,L687602,12,1,2016
S27217348,L3934129,12,2,2016
S27222986,L793798,8,1,2016
S27223117,L792515,1,2,2016
S27236813,L791657,12,1,2016
S27237039,L687602,12,1,2016
S27237272,L3953966,0,0,2016
S27237369,L3181518,12,2,2016
S27237544,L791657,12,1,2016
S27237549,L687602,12,1,2016
S27237599,L793798,8,1,2016
S27238330,L793798,8,1,2016
S27259864,L3934129,12,2,2016
S27259887,L3934129,12,2,2016
S27265372,L791657,12,1,2016
S27272211,L813450,12,2,2016
S27272218,L805557,NA,2,2016
S27272219,L805557,NA,2,2016
S27272223,L3301951,12,2,2016
S27272226,L1348842,13,2,2016
S27272233,L2742300,1,2,2016
S27272236,L807750,12,2,2016
S27272248,L808822,12,1,2016
S27272252,L791662,12,2,2016
S27273277,L2651880,0,0,2016
S27273279,L4201621,10,2,2016
S27273281,L4201743,0,1,2016
S27273282,L4201759,0,2,2016
S27273285,L4201773,12,1,2016
S27273286,L4201791,9,1,2016
S27273323,L2650101,0,0,2016
S27273678,L4213649,0,0,2016
S27273848,L4213695,0,2,2016
S27277021,L2742300,1,2,2016
S27282781,L4215001,12,2,2016
S27286414,L791662,12,2,2016
S27288313,L2649790,0,0,2016
S27288452,L4215835,0,0,2016
S27288580,L4215854,2,1,2016
S27288980,L4215906,0,0,2016
S27289011,L810417,6,1,2016
S27300694,L687602,12,1,2016
S27302153,L4003726,6,1,2016
S27303713,L793798,8,1,2016
S27305064,L791657,12,1,2016
S27305240,L790600,12,1,2016
S27305344,L687602,12,1,2016
S27344323,L791662,12,2,2016
S27345518,L2832564,8,1,2016
S27345991,L795754,5,1,2016
S27346351,L2604456,12,1,2016
S27383842,L792515,1,2,2016
S27388699,L3149732,0,2,2016
S27389144,L1107186,5,2,2016
S27389182,L4231595,12,1,2016
S27394399,L4232451,8,2,2016
S27394884,L807750,12,2,2016
S27394978,L4232539,12,1,2016
S27395130,L3934129,12,2,2016
S27395239,L4232578,12,1,2016
S27401250,L2604456,12,1,2016
S27401287,L795754,5,1,2016
S27401294,L2832564,8,1,2016
S27408733,L4234734,12,2,2016
S27410732,L3934129,12,2,2016
S27411004,L791657,12,1,2016
S27411602,L687541,12,1,2016
S27416074,L808822,12,1,2016
S27416207,L2742300,1,2,2016
S27416362,L810417,6,1,2016
S27416433,L810417,6,1,2016
S27416482,L1461922,10,2,2016
S27417676,L791662,12,2,2016
S27421777,L3934129,12,2,2016
S27435926,L790600,12,1,2016
S27436813,L4239235,12,2,2016
S27437934,L3953966,0,0,2016
S27438275,L944325,0,0,2016
S27438860,L687541,12,1,2016
S27439414,L687541,12,1,2016
S27462522,L2832564,8,1,2016
S27463371,L3934129,12,2,2016
S27463485,L2832564,8,1,2016
S27464165,L3934129,12,2,2016
S27467129,L2832564,8,1,2016
S27484556,L2832564,8,1,2016
S27485238,L2832564,8,1,2016
